"Fiyat","BisikletOzellik1","BisikletOzellik2"
"907.1103522","1751.939408","1749.354584"
"1065.128161","1751.930517","1751.306247"
"833.1474785","1752.205718","1748.441596"
"744.5549846","1752.154403","1747.614957"
"679.0456123","1751.206553","1747.335387"
"1042.202756","1750.435648","1751.767908"
"1060.881429","1752.201116","1751.071455"
"879.127048","1750.333627","1749.880691"
"824.1862736","1748.134678","1750.323746"
"988.8845581","1748.699174","1751.809902"
"997.7948966","1750.507252","1751.173096"
"884.855797","1748.302844","1750.753211"
"775.5771059","1752.900666","1747.516111"
"678.3805978","1747.10391","1749.14766"
"1037.326354","1750.496945","1751.463392"
"924.2545716","1749.960351","1750.593879"
"1067.660488","1749.004172","1752.532074"
"950.8166225","1750.224239","1750.75411"
"1139.943226","1752.797027","1751.510122"
"967.6004105","1749.447616","1751.173203"
"1160.118831","1751.053244","1752.731305"
"1000.48596","1750.381058","1751.269437"
"913.1053005","1746.907002","1751.789728"
"990.3883509","1746.959075","1752.501414"
"921.0118393","1748.738893","1751.043966"
"919.723311","1752.231823","1749.375927"
"957.4757753","1749.788605","1751.120014"
"973.667746","1748.74516","1751.577701"
"1126.217001","1754.217402","1750.853171"
"542.8339931","1747.509271","1747.315983"
"554.7040361","1749.018808","1746.789167"
"1017.183255","1752.902621","1750.394342"
"1182.580471","1749.917951","1753.428209"
"1115.225319","1752.267512","1751.74372"
"880.7236528","1749.689902","1750.312893"
"676.955265","1748.922239","1748.258197"
"786.1489526","1750.95934","1748.708896"
"1092.273347","1751.082589","1751.958339"
"1239.031685","1755.613884","1751.527996"
"764.1719034","1750.817853","1748.374532"
"1019.296366","1751.506389","1751.146186"
"915.5296135","1753.249001","1749.100577"
"794.5238532","1750.358462","1748.809579"
"802.0775466","1749.487371","1749.411778"
"967.9846062","1751.201953","1750.695684"
"1007.451493","1750.044339","1751.520519"
"699.5570904","1747.180101","1749.228873"
"838.3161182","1749.687704","1749.797218"
"659.9882841","1749.572112","1747.800668"
"1070.73321","1750.056764","1752.134892"
"800.9674507","1751.264532","1748.625757"
"561.2021459","1749.550238","1746.621231"
"1063.413279","1753.020067","1750.764373"
"755.0897782","1751.799704","1747.943105"
"938.0103884","1752.685372","1749.38023"
"852.6929258","1749.295356","1750.131157"
"624.9530916","1750.553213","1746.852293"
"712.2061801","1753.042364","1746.84704"
"643.7979826","1748.66038","1747.919789"
"616.4945276","1748.930601","1747.552278"
"749.7572009","1749.848623","1748.581257"
"1180.044286","1750.306727","1753.080454"
"796.3118369","1748.504234","1749.683761"
"863.6918284","1749.356373","1750.211363"
"566.5565644","1748.250489","1747.271394"
"999.0301753","1753.905693","1749.666931"
"914.1187768","1749.509773","1750.71821"
"896.6488749","1750.747411","1749.799949"
"602.779429","1748.501796","1747.718772"
"1056.025118","1749.44953","1752.288523"
"864.8459618","1749.509045","1750.202453"
"1090.432788","1750.560264","1752.233081"
"1077.234765","1753.531371","1750.716361"
"876.9166039","1748.691815","1750.574133"
"805.7540117","1747.318703","1750.378364"
"894.5890742","1747.213841","1751.482907"
"1083.433374","1747.902669","1753.223672"
"744.1073877","1750.628668","1748.209108"
"768.9266859","1750.61639","1748.566079"
"1067.014716","1751.351626","1751.425194"
"911.7030297","1748.186715","1751.270887"
"988.5928901","1750.675777","1751.069875"
"1005.502881","1748.591043","1752.007884"
"478.5071165","1751.177293","1744.994157"
"729.0144262","1747.983782","1749.338234"
"724.5070093","1748.480833","1749.071351"
"1054.461007","1752.378036","1750.873163"
"878.1744361","1748.281508","1750.919061"
"1150.203056","1755.271641","1750.745665"
"954.7741048","1748.698879","1751.415976"
"635.4500877","1748.074102","1748.102873"
"1027.42736","1752.997741","1750.37428"
"937.9704699","1750.82803","1750.329578"
"624.8277245","1747.367895","1748.210384"
"951.8573918","1753.982219","1749.209944"
"853.0716669","1750.299656","1749.779061"
"859.3160348","1747.754882","1751.008223"
"1081.71598","1750.459696","1752.197675"
"775.1337641","1748.572624","1749.62892"
"924.7702704","1751.13151","1749.79614"
"862.5282243","1748.805139","1750.417197"
"869.8267838","1748.549875","1750.654545"
"1061.020383","1748.310836","1752.765064"
"645.578578","1749.629995","1747.578027"
"811.7080229","1748.618676","1749.855715"
"719.873633","1750.118702","1748.203745"
"1172.871659","1752.061226","1752.378661"
"714.9141363","1746.816151","1749.466465"
"847.7636714","1750.021583","1749.728187"
"862.123371","1750.4759","1749.532543"
"668.2427324","1748.354068","1748.463231"
"1074.429917","1751.055796","1751.738161"
"572.8804223","1749.972418","1746.754867"
"860.6367116","1750.311914","1749.598653"
"1024.527224","1752.805098","1750.367106"
"665.6904921","1748.712812","1748.164169"
"970.8346665","1751.87956","1750.158613"
"864.2491913","1749.192694","1750.35579"
"920.8688058","1749.998085","1750.541514"
"674.4439798","1750.883876","1747.289132"
"847.8077851","1748.416078","1750.419295"
"581.3983762","1748.309579","1747.610951"
"988.1761255","1750.693793","1750.929703"
"1136.520119","1751.475052","1752.125407"
"743.2736323","1751.199992","1747.817235"
"1081.652164","1751.019597","1751.83637"
"895.8123369","1748.827913","1750.903871"
"579.4629545","1749.154259","1746.924825"
"976.787165","1747.150876","1752.538269"
"863.7468866","1750.60536","1749.494909"
"693.0975394","1749.687326","1748.168836"
"1104.899953","1751.12294","1752.205059"
"837.2785158","1749.396207","1750.064145"
"1099.95374","1750.588555","1752.148577"
"874.570807","1752.460688","1748.998443"
"886.9410788","1752.611584","1748.804776"
"452.6270656","1744.852108","1747.557549"
"837.1269164","1749.599689","1749.898851"
"805.9493894","1748.667936","1749.72614"
"967.0966542","1750.178869","1750.954404"
"909.3142931","1748.254342","1751.168744"
"799.7283271","1749.877269","1749.306051"
"984.5954567","1752.192884","1750.175386"
"981.7276177","1751.924735","1750.294236"
"1029.424693","1748.267033","1752.598354"
"1014.003646","1753.556761","1749.939478"
"858.7055948","1749.202442","1750.054119"
"652.3605123","1748.174077","1748.258301"
"1185.233502","1753.363396","1751.996207"
"736.3408731","1747.313033","1749.713952"
"836.6511441","1748.475954","1750.333808"
"1065.398566","1749.7528","1752.177216"
"872.2006372","1750.485566","1749.834244"
"614.4076561","1746.763991","1748.440527"
"1058.393916","1751.426078","1751.621739"
"1022.514764","1750.561133","1751.286435"
"966.6450437","1748.653675","1751.694434"
"900.9986371","1749.675229","1750.287619"
"568.3173733","1748.828736","1747.123458"
"965.3876743","1748.908357","1751.472359"
"1131.2374","1750.829264","1752.529499"
"721.0284862","1750.741204","1747.872843"
"948.597673","1753.328756","1749.340436"
"659.4354826","1750.422392","1747.359398"
"849.8969885","1750.781519","1749.307529"
"927.5018276","1752.524682","1749.562706"
"930.0941514","1751.58235","1750.039274"
"880.0779789","1747.815354","1751.211049"
"560.3987102","1749.394621","1746.603898"
"717.8015021","1749.673131","1748.463395"
"538.1120932","1748.061416","1747.01901"
"725.0627007","1748.132927","1748.936526"
"751.5770416","1748.765439","1749.183512"
"1069.902412","1751.731808","1751.350823"
"1014.121514","1750.446807","1751.454306"
"1130.234269","1749.505258","1753.188377"
"924.384777","1747.975279","1751.482281"
"852.7738289","1749.393209","1750.095393"
"929.2380054","1752.548718","1749.527287"
"654.8458049","1750.418466","1747.480868"
"794.195197","1749.053886","1749.527833"
"936.3298465","1751.787739","1749.991961"
"667.3945719","1749.717508","1747.718687"
"1151.00769","1748.802237","1753.70773"
"705.3594865","1750.294591","1747.803673"
"879.2103626","1749.635144","1750.037047"
"1071.852534","1750.737368","1751.928458"
"828.001528","1748.803453","1750.013145"
"1134.872439","1750.16688","1752.885231"
"835.7877778","1749.155307","1750.003826"
"838.0000826","1749.668804","1749.674149"
"820.9479356","1747.541305","1750.305671"
"978.0354778","1750.50204","1750.976197"
"981.1865908","1749.619811","1751.162776"
"847.9801838","1749.500504","1750.109314"
"1055.197693","1751.193706","1751.610969"
"878.3045551","1747.409941","1751.223347"
"519.7322318","1746.894853","1747.327995"
"717.4170105","1750.263825","1748.120542"
"751.1254102","1750.328142","1748.618629"
"927.0095027","1751.088513","1750.194372"
"880.6282464","1747.759868","1751.210373"
"1149.145803","1749.561181","1753.276183"
"662.9250331","1748.689369","1748.270746"
"1098.370287","1751.91272","1751.67663"
"735.6243469","1749.125614","1748.790701"
"607.5916251","1748.089104","1747.86849"
"979.9319048","1752.774805","1750.062587"
"766.3320251","1747.497907","1750.085896"
"669.343475","1749.308398","1748.08444"
"781.5718924","1751.1425","1748.488269"
"1013.151096","1751.212951","1751.070161"
"748.7497559","1748.725356","1749.284758"
"986.2713656","1752.192411","1750.311177"
"1056.227718","1750.751822","1751.709045"
"780.3958165","1746.691613","1750.536867"
"1010.304138","1750.86476","1751.156282"
"794.4504157","1752.355531","1748.048535"
"642.5316912","1746.694802","1748.773094"
"1035.131269","1751.29019","1751.238866"
"708.5805338","1748.955692","1748.660546"
"706.8307297","1749.92412","1748.10714"
"744.5945589","1747.933725","1749.634641"
"1151.150347","1753.727347","1751.428912"
"1162.890359","1753.913782","1751.577726"
"880.3382853","1745.959572","1752.044251"
"907.6682325","1751.613278","1749.740044"
"952.8728707","1751.852304","1750.148316"
"716.9343268","1748.964418","1748.707644"
"592.5022414","1747.840967","1747.751628"
"748.1022413","1746.923679","1749.830535"
"612.0064901","1746.699053","1748.533473"
"760.1764505","1748.28843","1749.4398"
"962.388641","1749.845935","1751.166622"
"918.0318982","1749.588565","1750.579169"
"880.0915783","1745.191573","1752.481276"
"598.6033654","1750.215771","1746.630646"
"1088.556088","1750.656346","1752.142576"
"1145.968461","1754.484907","1750.968737"
"760.7140691","1749.90373","1748.98781"
"823.4706156","1750.82444","1748.962282"
"665.8348876","1749.797271","1747.573996"
"980.6680896","1752.083472","1750.430906"
"961.2003644","1748.787624","1751.462201"
"864.9403685","1749.979032","1749.863155"
"788.2434773","1750.145793","1748.836118"
"1040.970835","1750.067736","1751.91852"
"722.5870342","1750.46219","1748.099234"
"758.4904861","1750.798642","1748.415222"
"896.0871365","1749.16102","1750.586337"
"836.5842065","1750.569453","1749.401276"
"723.2745448","1747.793283","1749.147505"
"727.7298713","1749.768604","1748.589107"
"895.2752098","1748.127116","1751.151004"
"827.5599926","1748.382781","1750.342128"
"1151.380538","1750.501586","1752.829652"
"981.1621616","1749.395538","1751.534583"
"1028.550395","1751.934493","1750.827247"
"826.1184125","1751.129202","1748.979856"
"684.0096871","1748.124149","1748.701112"
"575.8673115","1748.127592","1747.436161"
"921.771779","1749.063934","1750.906722"
"791.1791756","1751.448261","1748.341759"
"724.2764591","1751.532764","1747.527424"
"1166.272989","1751.445458","1752.65417"
"853.5961537","1751.523787","1749.004628"
"981.1162464","1751.045117","1750.685648"
"787.1683335","1748.671412","1749.539376"
"874.9095423","1751.023644","1749.584564"
"751.2185119","1750.317328","1748.385039"
"890.5955885","1749.074135","1750.49137"
"955.8568831","1750.270863","1750.84327"
"1087.794806","1751.300508","1751.693724"
"724.2231156","1748.518933","1748.874141"
"785.7956219","1751.69752","1748.171144"
"782.3430833","1750.888026","1748.535823"
"1042.101341","1749.635277","1752.085466"
"841.5353327","1748.386789","1750.22614"
"1168.489989","1750.155323","1753.243687"
"1040.56678","1750.575342","1751.605714"
"1050.075759","1750.279984","1751.729008"
"889.3496186","1752.059289","1749.168994"
"628.5913899","1746.987785","1748.556516"
"640.2957412","1747.600318","1748.537251"
"1009.292244","1750.001213","1751.531223"
"901.8190835","1751.820911","1749.665123"
"741.3954331","1749.678008","1748.725804"
"951.1114859","1749.076045","1750.958219"
"1010.262616","1750.554861","1751.357784"
"736.8531562","1751.923163","1747.482185"
"1093.890323","1753.018295","1751.117792"
"759.9817449","1747.967388","1749.485366"
"1151.034939","1750.957868","1752.740224"
"907.1232525","1750.222723","1750.165639"
"843.2599106","1748.180719","1750.423926"
"833.9206369","1750.033229","1749.427281"
"800.2980757","1747.996913","1750.035046"
"799.2617369","1752.540381","1747.98331"
"705.8022573","1751.34929","1747.484989"
"1048.892414","1748.656426","1752.539962"
